demam,sakit kepala,sakit saat menelan,sakit tenggorokan;faringitis;0.41950113378684817
adanya kotoran mata di pagi hari,kelopak mata sering menempel pada pagi hari,mata berair,mata gatal;konjungtivitis/mata merah;0.5095054825422038
lemas,mual,muntah,nyeri otot,sakit kepala;demam berdarah dengue;0.35575521432682367
mual,muntah,sakit kepala sebagian,sensitif terhadap suara;migrain;0.37810819467624207
kehilangan nafsu makan,mata berair,ruam berwarna merah kecoklatan yang diawali dari sekitar telinga,sensitif terhadap cahaya;campak;0.44725631899022333
diare,kehilangan nafsu makan,nyeri kepala,pusing;demam tifoid;0.2855372503280362
batuk,bintik-bintik pada amandel,demam,sakit tenggorokan;faringitis;0.5438937479753807
diare,muntah,nyeri otot,sembelit;demam tifoid;0.3513430299030854
bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,kehilangan nafsu makan,kelelahan,mata merah;campak;0.3321013854465198
diare,kehilangan nafsu makan,muntah,sembelit;demam tifoid;0.3513430299030854
demam,kehilangan nafsu makan,kelelahan,nyeri kepala,pusing;hepatitis A;0.40491983117599134
lemas,penglihatan kabur;hipertensi;0.2277318640955005
demam turun pada hari keempat tanpa obat,mual,muntah,sakit kepala;demam berdarah dengue;0.3825668284749345
bersin -bersin,hidung berair,kelelahan,sakit tenggorokan;infeksi saluran nafas akut;0.3815753568949258
buang air besar lebih dari 2 kali sehari,dehidrasi,kehilangan nafsu makan,mual,muntah;diare akut;0.4127098389271122
diare,kehilangan nafsu makan,mual,muntah,sembelit;demam tifoid;0.41108775083306437
batuk,demam,hidung berair,hidung tersumbat,tubuh terasa sakit;infeksi saluran nafas akut;0.5071558399775653
kehilangan nafsu makan,kelelahan,kembung,muntah,pusing;hepatitis A;0.4489998436814734
detak jantung tak teratur,kehilangan nafsu makan,kelelahan,lemas;anemia;0.4894100578542816
demam tinggi,lemas,mual,muntah,sakit kepala;demam berdarah dengue;0.42240122663784196
kehilangan nafsu makan,kembung,kram perut,sakit perut;konstipasi/sembelit;0.3169865446349293
demam,kehilangan nafsu makan,kelelahan,kembung;hepatitis A;0.4763294514348724
demam,gangguan keseimbangan,gangguan pendengaran,keluar cairan berulang kali,nyeri bagian telinga;otitis media supuratif kronik;0.5732828261274535
jarang buang air besar dari intensitas biasanya,kehilangan nafsu makan,kembung,sakit perut;konstipasi/sembelit;0.4194385629396899
kehilangan nafsu makan,kelelahan,nyeri kepala,pusing;anemia;0.28544423440453687
demam tinggi di malam hari,mual,muntah,nyeri otot,pusing;demam tifoid;0.3575502736360702
bercak kecil berwarna putih keabu-abuan di mulut dan tenggorokan,mata berair,mata merah,ruam berwarna merah kecoklatan yang diawali dari sekitar telinga;campak;0.4063123426191287
bersin -bersin,kehilangan nafsu makan,kelelahan,sensitif terhadap cahaya;campak;0.3042722765067915
kehilangan nafsu makan,kelelahan,kembung,nyeri kepala,pusing;hepatitis A;0.40491983117599134
bersin -bersin,hidung berair,hidung tersumbat,kelelahan,paru-paru terhambat;infeksi saluran nafas akut;0.4668753076680394
demam,kehilangan nafsu makan,kram perut,muntah;hepatitis A;0.35731341767007063
demam,kembung,mual,nyeri kepala;hepatitis A;0.4990977361550953
batuk,bersin -bersin,hidung berair,hidung tersumbat,sakit tenggorokan;infeksi saluran nafas akut;0.5261113845938128
